unweighted_abruptness	weighted_abruptness	branchiness_mean	branchiness_variance	repeteadness_mean	repeteadness_variance	melodic_mean	melodic_variance	pitch_in_piece	pitch_in_rules	pitch_between_rules
2	2	3.3043478260869565	0.8204158790170131	11.857142857143	9.90309963247804	1.608695652173913	0.23818525519848768	141	5.826086956521739	15.148148148148149
11	2	4.863636363636363	8.572314049586776	19.0	30.45996336679736	2.0454545454545454	0.278236914600551	156	12.526515151515152	19.542857142857144
17	6	4.349624060150376	7.967988580473741	12.0	13.480973814553185	2.058270676691729	0.28043911470405336	165	23.38157894736842	30.9948006932409
20	19	3.5	2.875	3.1999999999999993	0.8340484429065744	1.25	0.1875	153	2.5625	30.2
4	4	3.6666666666666665	2.8388888888888886	10.0	8.213923071877616	2.091666666666667	0.733263888888889	36	5.166666666666667	9.950980392156863
16	13	3.654320987654321	4.374333180917542	13.8961904761905	15.817751608069745	2.6378600823045266	1.0293485071720097	157	19.707818930041153	26.469483568075116
1	7	3.4105263157894736	2.978836565096952	14.0	16.805053689623975	1.7894736842105263	0.3556786703601109	43	6.389473684210526	11.642105263157895
13	13	1.0	0.0	1.0	0.0	1.0	0.0	13	0.0	13.0
158	9	3.076923076923077	2.0710059171597632	3.7988095238095494	0.9413438844926107	1.5384615384615385	0.4023668639053255	158	15.307692307692308	34.27272727272727
12	9	3.076923076923077	1.9171597633136093	2.0	0.20408163265306126	1.0	0.0	132	0.0	8.2
16	16	1.6	0.24	3.549999999999999	1.0	1.0	0.0	17	0.0	11.25
4	2	3.8684210526315788	4.166897506925207	13.0	14.48740221543495	1.7171052631578947	0.20286530470914124	143	11.447368421052632	21.698224852071007
7	9	3.5675675675675675	3.434623813002191	4.0	1.246771694214876	1.3513513513513513	0.22790357925493063	158	1.4594594594594594	8.448275862068966
2	2	2.0	0.0	3.0	0.6666666666666666	1.0	0.0	13	0.0	6.5
21	21	2.8333333333333335	0.6388888888888888	3.1499999999999986	0.8055555555555558	1.5	0.25	29	7.416666666666667	18.75
3	3	1.6666666666666667	0.22222222222222224	4.299999999999999	1.5555555555555556	1.0	0.0	10	0.0	2.6
4	9	3.393939393939394	3.450872359963269	8.0	5.611686945542691	2.272727272727273	0.9862258953168045	159	6.303030303030303	14.50943396226415
2	2	2.0	0.6	2.5	0.4297520661157025	1.1	0.09	26	0.2	3.5714285714285716
2	2	1.8333333333333333	0.47222222222222227	4.050000000000001	1.4475	1.0	0.0	36	0.0	3.4444444444444446
11	9	3.3529411764705883	4.0519031141868505	5.8	2.555516082854552	1.8823529411764706	0.5155709342560554	156	15.382352941176471	24.892857142857142
5	5	2.2	0.76	3.8500000000000005	1.2875999999999999	1.1	0.09	146	1.0	22.875
9	9	3.393939393939394	3.238751147842057	7.97435033704475	5.3111367484090595	2.393939393939394	0.9054178145087236	154	14.954545454545455	21.766666666666666
7	19	4.716981132075472	7.894743087694317	8.0	5.402449263610694	1.89937106918239	0.1345279063328191	151	8.254716981132075	12.689349112426035
10	10	3.4545454545454546	1.1570247933884297	4.0	1.4483471074380168	1.2727272727272727	0.1983471074380165	148	2.909090909090909	31.125
3	10	3.2222222222222223	2.5802469135802473	8.0	6.121090249991478	1.9814814814814814	0.832990397805213	22	6.074074074074074	8.928571428571429
8	8	1.7777777777777777	0.1728395061728395	7.0	3.8888888888888897	1.0	0.0	30	0.0	10.875
5	5	2.823529411764706	1.3217993079584773	6.0	3.223772321428669	1.6470588235294117	0.698961937716263	21	3.0588235294117645	8.357142857142858
4	13	3.024390243902439	1.4872099940511603	11.683333333333	12.3949681423724	2.097560975609756	0.6734086853063652	163	10.0	13.209302325581396
21	5	4.29047619047619	7.315623582766438	9.0	7.482249048303183	1.8738095238095238	0.1435997732426304	177	18.42142857142857	28.652719665271967
3	3	2.8	0.5599999999999999	1.0	0.0	1.0	0.0	12	0.0	7.5
2	2	2.3333333333333335	1.8888888888888893	3.0	0.6666666666666666	1.3333333333333333	0.22222222222222224	9	0.5	1.5
60	29	3.5	4.25	3.0	0.6464	1.0833333333333333	0.07638888888888888	165	0.5	25.466666666666665
1	1	2.3636363636363638	0.5950413223140496	2.0	0.21000000000000002	1.0	0.0	19	0.0	1.8571428571428572
21	21	1.6666666666666667	0.5555555555555556	1.914893617021	0.19566420200183096	1.1666666666666667	0.13888888888888887	24	2.5	19.75
11	9	2.4761904761904763	1.2018140589569162	2.9609565217391003	0.6990523588596325	4.476190476190476	12.72562358276644	152	6.190476190476191	7.7272727272727275
33	2	3.923076923076923	3.3017751479289936	7.0	4.1439763557890785	1.4615384615384615	0.24852071005917156	160	8.807692307692308	22.041666666666668
129	9	3.0	1.5	2.0	0.20408163265306123	1.0	0.0	141	0.0	34.8
19	19	2.2	0.36	3.4499999999999993	0.9722222222222223	1.0	0.0	158	0.0	46.166666666666664
2	2	2.2	0.9600000000000002	2.0	0.1728395061728395	1.0	0.0	12	0.0	1.4285714285714286
2	21	2.611111111111111	1.1820987654320987	14.944444444444	17.74701776247801	2.7777777777777777	1.839506172839506	21	13.88888888888889	16.5
5	11	3.238095238095238	1.2290249433106577	5.291666666666545	2.2007581347772507	2.3333333333333335	1.1746031746031746	14	6.619047619047619	8.526315789473685
7	7	1.8	0.16000000000000003	7.799999999999997	4.888888888888889	1.0	0.0	165	0.0	34.111111111111114
8	13	4.044117647058823	5.027465397923876	11.0	11.044027870023731	2.6323529411764706	1.070717993079585	162	10.036764705882353	11.844036697247706
6	6	2.888888888888889	0.9876543209876544	4.199999999999999	1.6035264391140613	1.3333333333333333	0.2222222222222222	21	2.3333333333333335	10.285714285714286
12	15	2.3333333333333335	0.5555555555555556	4.0	1.2352941176470589	1.0	0.0	30	0.0	13.066666666666666
12	7	2.823529411764706	0.8512110726643599	4.9822580645162	1.845924655307025	1.411764705882353	0.35986159169550175	164	3.176470588235294	24.727272727272727
2	1	3.58974358974359	3.72912557527942	6.857142857143	3.6363997152116445	1.641025641025641	0.28139381985535833	24	4.769230769230769	9.192307692307692
134	7	2.4	1.04	4.199999999999999	1.5570934256055364	1.1	0.09	134	0.2	23.142857142857142
16	10	3.8260869565217392	3.448015122873346	4.0	1.3263888888888886	1.3478260869565217	0.2268431001890359	124	7.217391304347826	26.25
15	11	3.024390243902439	1.3896490184414039	5.0	1.7186430912701434	2.2195121951219514	1.3420582986317668	156	7.902439024390244	20.457142857142856
143	143	1.8	0.36000000000000004	3.4499999999999993	0.9722222222222224	1.0	0.0	143	0.0	47.833333333333336
2	2	2.1818181818181817	0.33057851239669417	3.0	0.5443786982248521	1.0	0.0	27	0.0	2.2857142857142856
16	16	1.3333333333333333	0.2222222222222222	1.9	0.2222222222222222	1.0	0.0	16	0.0	9.0
21	1	4.8088235294117645	8.914431949250288	6.0	3.2684526932610876	1.963235294117647	0.17266796424452133	150	8.941176470588236	13.839506172839506
122	122	2.4444444444444446	0.9135802469135802	5.0	2.01	1.0	0.0	162	0.0	23.0
43	43	2.0	0.2222222222222222	4.149999999999999	1.4722222222222223	1.0	0.0	161	0.0	56.42857142857143
2	2	3.6140350877192984	2.9738381040320103	11.0	10.080411709348441	2.4035087719298245	2.2406894429055093	23	7.7894736842105265	10.448979591836734
3	3	2.0	1.25	1.0	0.0	1.0	0.0	25	0.0	2.6666666666666665
2	2	1.5	0.25	2.75	0.5555555555555557	1.0	0.0	9	0.0	3.6666666666666665
19	11	2.8333333333333335	2.138888888888889	1.0	0.0	1.0	0.0	153	0.0	53.166666666666664
17	1	2.5714285714285716	1.3877551020408165	3.1999999999999993	0.7958477508650519	1.0	0.0	27	0.0	10.333333333333334
4	4	3.0	1.2	3.990476190476	1.2896294361795682	1.4	0.24000000000000005	14	2.4	7.454545454545454
7	7	1.3333333333333333	0.2222222222222222	1.9	0.2222222222222222	1.0	0.0	12	0.0	6.0
14	16	4.484210526315789	8.249750692520772	6.599999999999994	3.3669998870985953	2.2842105263157895	0.7508033240997227	156	14.863157894736842	28.954545454545453
5	17	3.5	2.75	6.0	2.6555621653777512	1.5	0.45	158	5.7	22.692307692307693
10	8	5.02086230876217	11.76451608535267	7.0	3.898438084149911	2.0027816411682893	0.1780172972429255	165	12.891515994436718	19.259562841530055
19	19	3.75	2.3125	3.0	0.49609375	1.3125	0.21484375	24	1.625	8.11111111111111
17	17	1.3333333333333333	0.2222222222222222	1.9	0.2222222222222222	1.0	0.0	17	0.0	11.0
13	2	4.048780487804878	6.704937537180249	8.0	5.050988429111401	2.3048780487804876	1.1143664485425344	16	5.841463414634147	8.11111111111111
1	10	3.420689655172414	2.2437098692033297	30.675	82.21526878590744	1.9793103448275862	0.36508917954815695	53	4.593103448275862	6.957894736842105
4	4	2.6153846153846154	2.6982248520710055	2.0	0.16000000000000003	1.1538461538461537	0.13017751479289938	22	0.46153846153846156	2.5
1	1	2.933333333333333	1.7955555555555558	1.0	0.0	1.0	0.0	148	0.0	4.333333333333333
4	9	2.823529411764706	1.4394463667820068	6.899999999999999	3.7652785289345596	1.1176470588235294	0.10380622837370242	159	2.3529411764705883	18.75
10	6	3.142857142857143	1.9795918367346943	2.0	0.20999999999999996	1.0	0.0	158	0.0	22.857142857142858
24	17	4.562571756601607	10.464224844162127	12.0	12.756145269426847	2.280137772675086	0.35091433233901154	163	20.191733639494835	26.595050618672666
10	17	3.857142857142857	5.471655328798185	7.0	3.8447949315821006	2.626984126984127	0.8211766187956665	24	10.079365079365079	12.778846153846153
1	1	3.0526315789473686	1.9445983379501384	2.4499999999999993	0.38888888888888884	1.0	0.0	141	0.0	3.0
12	12	3.25	1.3125	2.0	0.1983471074380165	1.375	0.234375	153	4.4375	17.625
17	20	4.059259259259259	9.315006858710563	9.0	7.0084337328153214	2.740740740740741	1.5846364883401924	29	13.785185185185185	17.281553398058254
18	30	2.857142857142857	1.4081632653061222	2.299999999999999	0.38222222222222235	1.3571428571428572	0.22959183673469383	30	6.571428571428571	14.666666666666666
10	8	4.223684210526316	6.89733379501385	22.0	45.3133069675744	1.9407894736842106	0.2596520083102493	160	8.953947368421053	15.520588235294118
7	2	3.217391304347826	2.300567107750473	12.39374999999999	13.338106391843684	1.5434782608695652	0.29158790170132326	152	10.130434782608695	24.711111111111112
9	7	5.112244897959184	13.410870470637237	10.0	9.171974489552705	2.0369897959183674	0.17847869377342773	156	10.459183673469388	15.077127659574469
5	5	2.0	0.5	0	0.0	1.0	0.0	12	0.0	5.0
8	3	3.375	1.859375	1.0	0.0	1.0	0.0	149	0.0	8.333333333333334
4	137	3.0	1.0	1.0	0.0	1.0	0.0	148	0.0	4.5
2	5	2.0	0.5	1.9382352941177499	0.17519776047678026	1.125	0.109375	10	0.25	2.1666666666666665
19	13	4.4192037470726	9.309045736004693	15.0	19.256106771193217	2.578454332552693	0.5319011237927044	165	17.659250585480095	21.95575221238938
8	8	1.75	0.9375	1.0	0.0	1.0	0.0	27	0.0	8.333333333333334
6	6	2.2666666666666666	0.7955555555555556	13.981253590693	15.201676257403667	2.3666666666666667	2.432222222222222	163	18.433333333333334	30.233333333333334
14	1	2.558139534883721	1.1768523526230394	4.0	1.0015889402734073	1.9534883720930232	0.8350459707950245	159	14.44186046511628	23.225806451612904
16	13	3.125	1.984375	10.0	8.60247270342967	1.75	0.8125	158	16.15625	32.65384615384615
2	2	2.0	0.75	2.549999999999999	0.45	1.0	0.0	165	0.0	25.0
13	13	2.6	0.8400000000000001	4.0	1.36	1.3	0.20999999999999996	162	4.5	42.333333333333336
19	2	3.625	3.9010416666666665	7.0	3.47657145974922	2.2708333333333335	0.9474826388888887	48	12.28125	18.753246753246753
14	13	3.466666666666667	1.1822222222222223	3.84	1.179235981260226	1.9333333333333333	0.7288888888888889	14	4.866666666666666	7.0
10	6	5.010438413361169	10.018680183576608	12.0	11.877686846321634	1.9540709812108559	0.12732685091156332	154	6.970772442588727	10.69653767820774
2	11	4.392156862745098	4.277585544021531	6.611594202898	3.315152594353098	2.4313725490196076	0.833525567089581	24	11.823529411764707	15.31578947368421
7	5	3.7962962962962963	3.606652949245543	7.8	4.6058489791232455	1.8611111111111112	0.36033950617283955	48	4.046296296296297	6.5607476635514015
49	9	4.586956521739131	14.112003780718334	8.0	5.3158318144056835	2.109531772575251	0.21459141955906536	158	19.37123745819398	25.707122093023255
7	7	4.0	5.942857142857143	10.0	8.035772131982045	1.5714285714285714	0.24489795918367357	158	12.342857142857143	28.545454545454547
9	1	3.5238095238095237	3.392290249433106	3.0	0.4722222222222222	1.1904761904761905	0.1541950113378685	148	1.0952380952380953	21.0
4	5	3.2222222222222223	2.2561728395061724	8.0	4.905694361821666	3.0694444444444446	2.286844135802469	163	6.513888888888889	11.542372881355933
11	131	4.471698113207547	7.6517147264744265	13.0	12.13806419907126	2.1949685534591197	0.44626399272180683	170	21.855345911949687	32.43006993006993
14	5	3.9069767441860463	4.076617991707229	22.0	43.38077505382002	1.810077519379845	0.17710774592873021	161	6.290697674418604	10.556923076923077
3	5	3.176470588235294	1.9100346020761245	3.0	0.7346014492753767	1.588235294117647	0.47750865051903113	10	1.0588235294117647	2.8461538461538463
3	3	3.1	2.29	2.099999999999998	0.3213296398891966	1.15	0.1275	38	0.45	4.5
1	1	2.0	0.5714285714285714	1.0	0.0	1.0	0.0	10	0.0	4.0
9	9	2.1666666666666665	0.8055555555555557	1.5999999999999996	0.09876543209876544	1.0	0.0	165	0.0	26.75
6	2	3.227272727272727	4.039256198347108	8.9	7.067906062522926	1.8409090909090908	0.8155991735537189	159	9.704545454545455	22.790697674418606
1	5	4.291666666666667	6.185763888888889	17.0	25.994330011897677	1.8576388888888888	0.12903886959876543	159	12.53125	19.579710144927535
3	2	2.9	1.7900000000000003	5.519999999999999	2.3546280276816605	1.2	0.16000000000000003	24	0.6	3.1052631578947367
2	2	2.0	0.8	0	0.0	1.0	0.0	10	0.0	2.0
151	132	3.5454545454545454	4.1570247933884295	7.450000000000003	4.8840663580246915	1.1818181818181819	0.14876033057851235	153	12.590909090909092	50.0
12	12	1.75	0.1875	1.0	0.0	1.0	0.0	20	0.0	12.0
6	8	2.9411764705882355	1.4671280276816612	14.844426406926	17.00414438065679	2.392156862745098	1.532487504805844	23	9.450980392156863	13.152542372881356
8	8	2.5454545454545454	1.0661157024793393	6.0	2.6372398707842946	1.9545454545454546	0.9524793388429752	16	5.136363636363637	8.714285714285714
9	9	2.526315789473684	0.6703601108033241	10.7183712121219	8.11808905736859	2.0	0.7368421052631579	22	6.842105263157895	11.166666666666666
13	12	4.835777126099707	11.852796243582358	13.0	14.0071098257832	2.0249266862170088	0.17679801515294846	140	10.592375366568914	15.67123287671233
8	16	3.2857142857142856	2.585034013605442	13.0	13.73066760454148	1.5714285714285714	0.24489795918367352	165	10.095238095238095	16.526315789473685
12	12	1.92	0.07359999999999998	19.0	33.309306536147325	1.04	0.038400000000000004	41	0.08	2.68
7	122	3.1666666666666665	1.8055555555555554	8.0	6.166251334994661	1.5	0.3333333333333333	132	12.541666666666666	28.736842105263158
26	10	4.951739618406285	12.432014369911863	10.0	8.28555996505655	2.4175084175084174	0.41154530716820287	158	20.180695847362514	26.2467362924282
23	21	4.797886393659181	11.743826444160971	11.0	9.359962951733117	1.953764861294584	0.1233576884350204	165	12.944517833553501	19.60535506402794
14	14	3.0	1.5	3.0	0.49609375	1.125	0.109375	161	9.625	44.77777777777778
11	14	3.6056338028169015	4.774052767308075	7.769230769231	4.797309998206501	2.3943661971830985	1.421940091251736	158	31.549295774647888	53.064516129032256
144	4	2.727272727272727	1.4710743801652895	3.1692307692307993	0.8064945435188056	1.1818181818181819	0.1487603305785124	150	12.363636363636363	41.5
22	1	4.054237288135593	4.986888825050272	14.0	17.698993532787597	1.935593220338983	0.22975007181844298	160	10.996610169491525	16.095890410958905
3	3	4.384279475982533	5.913464655517631	8.527777777777999	6.498508721125045	2.061135371179039	0.38927556682748227	151	3.7161572052401746	6.755458515283843
11	10	2.736842105263158	1.2991689750692517	9.636949375410948	7.908436923466019	1.9736842105263157	0.8677285318559557	153	6.026315789473684	14.18918918918919
12	4	4.959752321981425	7.65472687364012	5.0	2.2193120205515853	2.2693498452012384	0.518781930239914	33	3.7987616099071206	5.909090909090909
3	3	3.142857142857143	1.8367346938775513	3.0	0.5066666666666667	1.2142857142857142	0.16836734693877548	29	0.5714285714285714	3.75
1	7	2.8	1.7600000000000002	2.3999999999999986	0.3905325443786983	1.0	0.0	40	0.0	4.777777777777778
14	1	3.1666666666666665	2.1055555555555556	7.0	4.255935528701221	2.283333333333333	1.136388888888889	20	6.416666666666667	8.320754716981131
2	2	2.1818181818181817	1.0578512396694215	2.0	0.1728395061728395	1.0	0.0	142	0.0	22.142857142857142
134	129	4.46829268292683	6.200214158239141	12.0	11.442985372739635	1.946341463414634	0.2751695419393219	172	11.409756097560976	23.23728813559322
4	13	4.121951219512195	5.375371802498512	8.476666666665997	5.739230404246074	2.182926829268293	0.612879238548483	154	7.817073170731708	12.373134328358208
1	1	2.2	0.36	1.5055555555556996	0.08167989417991235	1.0	0.0	18	0.0	1.8571428571428572
3	3	3.8095238095238093	4.058956916099774	7.0	3.908558993378362	1.4761904761904763	0.24943310657596368	146	4.0476190476190474	22.05
27	14	3.943548387096774	4.198426118626431	11.0	9.703867442087798	1.846774193548387	0.23458636836628516	165	11.463709677419354	17.09285714285714
12	5	4.325	7.594374999999999	5.971014492754	2.5635693765900673	2.2125	0.64234375	154	8.0625	13.285714285714286
7	7	2.1666666666666665	0.3055555555555555	5.0	1.9714506172839512	1.0	0.0	166	0.0	18.545454545454547
29	29	2.142857142857143	0.979591836734694	3.0	0.7708333333333334	1.0	0.0	170	0.0	23.416666666666668
5	5	2.0	0.0	0	nan	1.0	0.0	158	0.0	nan
2	2	4.232558139534884	4.3025058590228955	9.0	6.9044055392408605	1.8604651162790697	0.39913466738777714	153	3.0775193798449614	5.539130434782609
9	13	4.063694267515924	4.18702584283338	10.0	9.34554139133689	1.8853503184713376	0.24163252058907053	158	7.751592356687898	13.188235294117646
8	34	4.483333333333333	7.741388888888889	16.0	20.728274763928745	1.9541666666666666	0.2437326388888889	191	14.86875	23.316008316008315
3	3	3.4	1.04	1.8499999999999996	0.1875	1.4	0.24000000000000005	10	3.0	6.333333333333333
3	5	2.9523809523809526	2.5215419501133787	3.0	0.4399092970521541	1.1904761904761905	0.15419501133786848	134	6.285714285714286	21.923076923076923
1	1	3.473684210526316	3.9335180055401664	7.049999999999997	4.598593750000001	1.4210526315789473	0.24376731301939059	136	7.947368421052632	19.0
2	5	2.96	1.2384000000000002	2.0	0.1487603305785124	1.0	0.0	155	0.0	18.22222222222222
12	12	2.0	0.8571428571428571	3.279255319148799	0.7974875704644404	1.1428571428571428	0.12244897959183675	151	19.714285714285715	54.666666666666664
8	15	2.6666666666666665	0.7222222222222222	2.9217298578199498	0.49112646111345054	1.0833333333333333	0.07638888888888888	23	0.5	8.714285714285714
2	2	1.0	0.0	1.0	0.0	1.0	0.0	2	0.0	2.0
4	4	4.867383512544803	10.416104623527445	12.0	13.188409872592802	2.068100358422939	0.26059531609306147	158	14.612903225806452	21.259597806215723
